Date,Price,Link,Name,Edition,Rarity,Available
2018-04-23,0.98,/de/Magic/Products/Singles/Kaladesh/Erfindermesse,Erfindermesse,Kaladesh,Rare,2031
2018-04-24,1.03,/de/Magic/Products/Singles/Kaladesh/Erfindermesse,Erfindermesse,Kaladesh,Rare,2031
2018-03-26,5.46,/de/Magic/Products/Singles/Rivals+of+Ixalan/Schreckensflotten-Draufg%C3%A4ngerin,Schreckensflotten-Draufg%C3%A4ngerin,Rivals+of+Ixalan,Rare,949
2018-03-27,5.44,/de/Magic/Products/Singles/Rivals+of+Ixalan/Schreckensflotten-Draufg%C3%A4ngerin,Schreckensflotten-Draufg%C3%A4ngerin,Rivals+of+Ixalan,Rare,949
2018-03-28,5.47,/de/Magic/Products/Singles/Rivals+of+Ixalan/Schreckensflotten-Draufg%C3%A4ngerin,Schreckensflotten-Draufg%C3%A4ngerin,Rivals+of+Ixalan,Rare,949
2018-03-29,5.31,/de/Magic/Products/Singles/Rivals+of+Ixalan/Schreckensflotten-Draufg%C3%A4ngerin,Schreckensflotten-Draufg%C3%A4ngerin,Rivals+of+Ixalan,Rare,949
2018-03-30,5.5,/de/Magic/Products/Singles/Rivals+of+Ixalan/Schreckensflotten-Draufg%C3%A4ngerin,Schreckensflotten-Draufg%C3%A4ngerin,Rivals+of+Ixalan,Rare,949
2018-03-31,5.32,/de/Magic/Products/Singles/Rivals+of+Ixalan/Schreckensflotten-Draufg%C3%A4ngerin,Schreckensflotten-Draufg%C3%A4ngerin,Rivals+of+Ixalan,Rare,949
2018-04-01,5.23,/de/Magic/Products/Singles/Rivals+of+Ixalan/Schreckensflotten-Draufg%C3%A4ngerin,Schreckensflotten-Draufg%C3%A4ngerin,Rivals+of+Ixalan,Rare,949
2018-04-02,5.08,/de/Magic/Products/Singles/Rivals+of+Ixalan/Schreckensflotten-Draufg%C3%A4ngerin,Schreckensflotten-Draufg%C3%A4ngerin,Rivals+of+Ixalan,Rare,949
2018-04-03,5.33,/de/Magic/Products/Singles/Rivals+of+Ixalan/Schreckensflotten-Draufg%C3%A4ngerin,Schreckensflotten-Draufg%C3%A4ngerin,Rivals+of+Ixalan,Rare,949
2018-04-04,5.4,/de/Magic/Products/Singles/Rivals+of+Ixalan/Schreckensflotten-Draufg%C3%A4ngerin,Schreckensflotten-Draufg%C3%A4ngerin,Rivals+of+Ixalan,Rare,949
2018-04-05,5.66,/de/Magic/Products/Singles/Rivals+of+Ixalan/Schreckensflotten-Draufg%C3%A4ngerin,Schreckensflotten-Draufg%C3%A4ngerin,Rivals+of+Ixalan,Rare,949
2018-04-06,5.75,/de/Magic/Products/Singles/Rivals+of+Ixalan/Schreckensflotten-Draufg%C3%A4ngerin,Schreckensflotten-Draufg%C3%A4ngerin,Rivals+of+Ixalan,Rare,949
2018-04-07,5.41,/de/Magic/Products/Singles/Rivals+of+Ixalan/Schreckensflotten-Draufg%C3%A4ngerin,Schreckensflotten-Draufg%C3%A4ngerin,Rivals+of+Ixalan,Rare,949
2018-04-08,5.3,/de/Magic/Products/Singles/Rivals+of+Ixalan/Schreckensflotten-Draufg%C3%A4ngerin,Schreckensflotten-Draufg%C3%A4ngerin,Rivals+of+Ixalan,Rare,949
2018-04-09,5.36,/de/Magic/Products/Singles/Rivals+of+Ixalan/Schreckensflotten-Draufg%C3%A4ngerin,Schreckensflotten-Draufg%C3%A4ngerin,Rivals+of+Ixalan,Rare,949
2018-04-10,5.13,/de/Magic/Products/Singles/Rivals+of+Ixalan/Schreckensflotten-Draufg%C3%A4ngerin,Schreckensflotten-Draufg%C3%A4ngerin,Rivals+of+Ixalan,Rare,949
2018-04-11,5.7,/de/Magic/Products/Singles/Rivals+of+Ixalan/Schreckensflotten-Draufg%C3%A4ngerin,Schreckensflotten-Draufg%C3%A4ngerin,Rivals+of+Ixalan,Rare,949
2018-04-12,5.62,/de/Magic/Products/Singles/Rivals+of+Ixalan/Schreckensflotten-Draufg%C3%A4ngerin,Schreckensflotten-Draufg%C3%A4ngerin,Rivals+of+Ixalan,Rare,949
2018-04-13,5.68,/de/Magic/Products/Singles/Rivals+of+Ixalan/Schreckensflotten-Draufg%C3%A4ngerin,Schreckensflotten-Draufg%C3%A4ngerin,Rivals+of+Ixalan,Rare,949
2018-04-14,5.79,/de/Magic/Products/Singles/Rivals+of+Ixalan/Schreckensflotten-Draufg%C3%A4ngerin,Schreckensflotten-Draufg%C3%A4ngerin,Rivals+of+Ixalan,Rare,949
2018-04-15,5.69,/de/Magic/Products/Singles/Rivals+of+Ixalan/Schreckensflotten-Draufg%C3%A4ngerin,Schreckensflotten-Draufg%C3%A4ngerin,Rivals+of+Ixalan,Rare,949
2018-04-16,5.83,/de/Magic/Products/Singles/Rivals+of+Ixalan/Schreckensflotten-Draufg%C3%A4ngerin,Schreckensflotten-Draufg%C3%A4ngerin,Rivals+of+Ixalan,Rare,949
2018-04-17,5.91,/de/Magic/Products/Singles/Rivals+of+Ixalan/Schreckensflotten-Draufg%C3%A4ngerin,Schreckensflotten-Draufg%C3%A4ngerin,Rivals+of+Ixalan,Rare,949
2018-04-18,6.0,/de/Magic/Products/Singles/Rivals+of+Ixalan/Schreckensflotten-Draufg%C3%A4ngerin,Schreckensflotten-Draufg%C3%A4ngerin,Rivals+of+Ixalan,Rare,949
2018-04-19,5.56,/de/Magic/Products/Singles/Rivals+of+Ixalan/Schreckensflotten-Draufg%C3%A4ngerin,Schreckensflotten-Draufg%C3%A4ngerin,Rivals+of+Ixalan,Rare,949
2018-04-20,5.5,/de/Magic/Products/Singles/Rivals+of+Ixalan/Schreckensflotten-Draufg%C3%A4ngerin,Schreckensflotten-Draufg%C3%A4ngerin,Rivals+of+Ixalan,Rare,949
2018-04-21,4.67,/de/Magic/Products/Singles/Rivals+of+Ixalan/Schreckensflotten-Draufg%C3%A4ngerin,Schreckensflotten-Draufg%C3%A4ngerin,Rivals+of+Ixalan,Rare,949
2018-04-22,5.1,/de/Magic/Products/Singles/Rivals+of+Ixalan/Schreckensflotten-Draufg%C3%A4ngerin,Schreckensflotten-Draufg%C3%A4ngerin,Rivals+of+Ixalan,Rare,949
2018-04-23,5.53,/de/Magic/Products/Singles/Rivals+of+Ixalan/Schreckensflotten-Draufg%C3%A4ngerin,Schreckensflotten-Draufg%C3%A4ngerin,Rivals+of+Ixalan,Rare,949
2018-04-24,6.01,/de/Magic/Products/Singles/Rivals+of+Ixalan/Schreckensflotten-Draufg%C3%A4ngerin,Schreckensflotten-Draufg%C3%A4ngerin,Rivals+of+Ixalan,Rare,949
2018-03-23,3.77,/de/Magic/Products/Singles/Dominaria/Marwyn+die+N%C3%A4hrerin,Marwyn+die+N%C3%A4hrerin,Dominaria,Rare,1293
2018-03-26,3.77,/de/Magic/Products/Singles/Dominaria/Marwyn+die+N%C3%A4hrerin,Marwyn+die+N%C3%A4hrerin,Dominaria,Rare,1293
2018-03-28,3.78,/de/Magic/Products/Singles/Dominaria/Marwyn+die+N%C3%A4hrerin,Marwyn+die+N%C3%A4hrerin,Dominaria,Rare,1293
2018-03-29,3.73,/de/Magic/Products/Singles/Dominaria/Marwyn+die+N%C3%A4hrerin,Marwyn+die+N%C3%A4hrerin,Dominaria,Rare,1293
2018-04-03,2.5,/de/Magic/Products/Singles/Dominaria/Marwyn+die+N%C3%A4hrerin,Marwyn+die+N%C3%A4hrerin,Dominaria,Rare,1293
2018-04-04,2.15,/de/Magic/Products/Singles/Dominaria/Marwyn+die+N%C3%A4hrerin,Marwyn+die+N%C3%A4hrerin,Dominaria,Rare,1293
2018-04-05,1.84,/de/Magic/Products/Singles/Dominaria/Marwyn+die+N%C3%A4hrerin,Marwyn+die+N%C3%A4hrerin,Dominaria,Rare,1293
2018-04-06,1.77,/de/Magic/Products/Singles/Dominaria/Marwyn+die+N%C3%A4hrerin,Marwyn+die+N%C3%A4hrerin,Dominaria,Rare,1293
2018-04-07,1.5,/de/Magic/Products/Singles/Dominaria/Marwyn+die+N%C3%A4hrerin,Marwyn+die+N%C3%A4hrerin,Dominaria,Rare,1293
2018-04-08,1.41,/de/Magic/Products/Singles/Dominaria/Marwyn+die+N%C3%A4hrerin,Marwyn+die+N%C3%A4hrerin,Dominaria,Rare,1293
2018-04-09,1.38,/de/Magic/Products/Singles/Dominaria/Marwyn+die+N%C3%A4hrerin,Marwyn+die+N%C3%A4hrerin,Dominaria,Rare,1293
2018-04-10,1.34,/de/Magic/Products/Singles/Dominaria/Marwyn+die+N%C3%A4hrerin,Marwyn+die+N%C3%A4hrerin,Dominaria,Rare,1293
2018-04-11,1.19,/de/Magic/Products/Singles/Dominaria/Marwyn+die+N%C3%A4hrerin,Marwyn+die+N%C3%A4hrerin,Dominaria,Rare,1293
2018-04-12,1.08,/de/Magic/Products/Singles/Dominaria/Marwyn+die+N%C3%A4hrerin,Marwyn+die+N%C3%A4hrerin,Dominaria,Rare,1293
2018-04-13,1.09,/de/Magic/Products/Singles/Dominaria/Marwyn+die+N%C3%A4hrerin,Marwyn+die+N%C3%A4hrerin,Dominaria,Rare,1293
2018-04-14,1.19,/de/Magic/Products/Singles/Dominaria/Marwyn+die+N%C3%A4hrerin,Marwyn+die+N%C3%A4hrerin,Dominaria,Rare,1293
2018-04-15,0.96,/de/Magic/Products/Singles/Dominaria/Marwyn+die+N%C3%A4hrerin,Marwyn+die+N%C3%A4hrerin,Dominaria,Rare,1293
2018-04-16,0.93,/de/Magic/Products/Singles/Dominaria/Marwyn+die+N%C3%A4hrerin,Marwyn+die+N%C3%A4hrerin,Dominaria,Rare,1293
2018-04-17,0.9,/de/Magic/Products/Singles/Dominaria/Marwyn+die+N%C3%A4hrerin,Marwyn+die+N%C3%A4hrerin,Dominaria,Rare,1293
2018-04-18,0.87,/de/Magic/Products/Singles/Dominaria/Marwyn+die+N%C3%A4hrerin,Marwyn+die+N%C3%A4hrerin,Dominaria,Rare,1293
2018-04-19,0.99,/de/Magic/Products/Singles/Dominaria/Marwyn+die+N%C3%A4hrerin,Marwyn+die+N%C3%A4hrerin,Dominaria,Rare,1293
2018-04-20,0.88,/de/Magic/Products/Singles/Dominaria/Marwyn+die+N%C3%A4hrerin,Marwyn+die+N%C3%A4hrerin,Dominaria,Rare,1293
2018-04-21,0.76,/de/Magic/Products/Singles/Dominaria/Marwyn+die+N%C3%A4hrerin,Marwyn+die+N%C3%A4hrerin,Dominaria,Rare,1293
2018-04-22,0.75,/de/Magic/Products/Singles/Dominaria/Marwyn+die+N%C3%A4hrerin,Marwyn+die+N%C3%A4hrerin,Dominaria,Rare,1293
2018-04-23,0.81,/de/Magic/Products/Singles/Dominaria/Marwyn+die+N%C3%A4hrerin,Marwyn+die+N%C3%A4hrerin,Dominaria,Rare,1293
2018-04-24,0.62,/de/Magic/Products/Singles/Dominaria/Marwyn+die+N%C3%A4hrerin,Marwyn+die+N%C3%A4hrerin,Dominaria,Rare,1293
2018-04-03,1.85,/de/Magic/Products/Singles/Dominaria/Squee+der+Unsterbliche,Squee+der+Unsterbliche,Dominaria,Rare,1008
2018-04-04,1.91,/de/Magic/Products/Singles/Dominaria/Squee+der+Unsterbliche,Squee+der+Unsterbliche,Dominaria,Rare,1008
2018-04-05,1.26,/de/Magic/Products/Singles/Dominaria/Squee+der+Unsterbliche,Squee+der+Unsterbliche,Dominaria,Rare,1008
2018-04-06,0.98,/de/Magic/Products/Singles/Dominaria/Squee+der+Unsterbliche,Squee+der+Unsterbliche,Dominaria,Rare,1008
2018-04-07,1.03,/de/Magic/Products/Singles/Dominaria/Squee+der+Unsterbliche,Squee+der+Unsterbliche,Dominaria,Rare,1008
2018-04-08,0.94,/de/Magic/Products/Singles/Dominaria/Squee+der+Unsterbliche,Squee+der+Unsterbliche,Dominaria,Rare,1008
2018-04-09,0.81,/de/Magic/Products/Singles/Dominaria/Squee+der+Unsterbliche,Squee+der+Unsterbliche,Dominaria,Rare,1008
2018-04-10,0.92,/de/Magic/Products/Singles/Dominaria/Squee+der+Unsterbliche,Squee+der+Unsterbliche,Dominaria,Rare,1008
2018-04-11,0.84,/de/Magic/Products/Singles/Dominaria/Squee+der+Unsterbliche,Squee+der+Unsterbliche,Dominaria,Rare,1008
2018-04-12,0.85,/de/Magic/Products/Singles/Dominaria/Squee+der+Unsterbliche,Squee+der+Unsterbliche,Dominaria,Rare,1008
2018-04-13,0.83,/de/Magic/Products/Singles/Dominaria/Squee+der+Unsterbliche,Squee+der+Unsterbliche,Dominaria,Rare,1008
2018-04-14,0.88,/de/Magic/Products/Singles/Dominaria/Squee+der+Unsterbliche,Squee+der+Unsterbliche,Dominaria,Rare,1008
2018-04-15,0.83,/de/Magic/Products/Singles/Dominaria/Squee+der+Unsterbliche,Squee+der+Unsterbliche,Dominaria,Rare,1008
2018-04-16,0.79,/de/Magic/Products/Singles/Dominaria/Squee+der+Unsterbliche,Squee+der+Unsterbliche,Dominaria,Rare,1008
2018-04-17,0.76,/de/Magic/Products/Singles/Dominaria/Squee+der+Unsterbliche,Squee+der+Unsterbliche,Dominaria,Rare,1008
2018-04-18,0.88,/de/Magic/Products/Singles/Dominaria/Squee+der+Unsterbliche,Squee+der+Unsterbliche,Dominaria,Rare,1008
2018-04-19,0.92,/de/Magic/Products/Singles/Dominaria/Squee+der+Unsterbliche,Squee+der+Unsterbliche,Dominaria,Rare,1008
2018-04-20,0.84,/de/Magic/Products/Singles/Dominaria/Squee+der+Unsterbliche,Squee+der+Unsterbliche,Dominaria,Rare,1008
2018-04-21,0.81,/de/Magic/Products/Singles/Dominaria/Squee+der+Unsterbliche,Squee+der+Unsterbliche,Dominaria,Rare,1008
2018-04-22,0.81,/de/Magic/Products/Singles/Dominaria/Squee+der+Unsterbliche,Squee+der+Unsterbliche,Dominaria,Rare,1008
2018-04-23,0.83,/de/Magic/Products/Singles/Dominaria/Squee+der+Unsterbliche,Squee+der+Unsterbliche,Dominaria,Rare,1008
2018-04-24,0.67,/de/Magic/Products/Singles/Dominaria/Squee+der+Unsterbliche,Squee+der+Unsterbliche,Dominaria,Rare,1008
2018-03-26,3.19,/de/Magic/Products/Singles/Dominaria/Schwefelf%C3%A4lle,Schwefelf%C3%A4lle,Dominaria,Rare,921
2018-03-27,3.13,/de/Magic/Products/Singles/Dominaria/Schwefelf%C3%A4lle,Schwefelf%C3%A4lle,Dominaria,Rare,921
2018-03-28,2.98,/de/Magic/Products/Singles/Dominaria/Schwefelf%C3%A4lle,Schwefelf%C3%A4lle,Dominaria,Rare,921
2018-03-29,3.17,/de/Magic/Products/Singles/Dominaria/Schwefelf%C3%A4lle,Schwefelf%C3%A4lle,Dominaria,Rare,921
2018-03-30,2.78,/de/Magic/Products/Singles/Dominaria/Schwefelf%C3%A4lle,Schwefelf%C3%A4lle,Dominaria,Rare,921
2018-03-31,2.75,/de/Magic/Products/Singles/Dominaria/Schwefelf%C3%A4lle,Schwefelf%C3%A4lle,Dominaria,Rare,921
2018-04-01,3.05,/de/Magic/Products/Singles/Dominaria/Schwefelf%C3%A4lle,Schwefelf%C3%A4lle,Dominaria,Rare,921
2018-04-02,2.81,/de/Magic/Products/Singles/Dominaria/Schwefelf%C3%A4lle,Schwefelf%C3%A4lle,Dominaria,Rare,921
2018-04-03,2.79,/de/Magic/Products/Singles/Dominaria/Schwefelf%C3%A4lle,Schwefelf%C3%A4lle,Dominaria,Rare,921
2018-04-04,2.66,/de/Magic/Products/Singles/Dominaria/Schwefelf%C3%A4lle,Schwefelf%C3%A4lle,Dominaria,Rare,921
2018-04-05,2.59,/de/Magic/Products/Singles/Dominaria/Schwefelf%C3%A4lle,Schwefelf%C3%A4lle,Dominaria,Rare,921
